,speaker,dialogue,sentences,sentiment,entities,tokens
158,Tony Stark,"Probably a little fast, slow it down. Slow it down just a...","[{'content': u'Probably a little fast, slow it down.', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'Slow it down just a...', 'begin': 38, 'score': -0.6, 'magnitude': 0.6}]","{'score': -0.4, 'magnitude': 0.9}",[],"[{'index': 3, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Probably', 'lemma': u'Probably'}, {'index': 2, 'begin': 9, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 3, 'begin': 11, 'pos': u'ADJ', 'label': u'NPADVMOD', 'content': u'little', 'lemma': u'little'}, {'index': 5, 'begin': 18, 'pos': u'ADJ', 'label': u'ADVMOD', 'content': u'fast', 'lemma': u'fast'}, {'index': 5, 'begin': 22, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 5, 'begin': 24, 'pos': u'VERB', 'label': u'ROOT', 'content': u'slow', 'lemma': u'slow'}, {'index': 5, 'begin': 29, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 5, 'begin': 32, 'pos': u'PRT', 'label': u'PRT', 'content': u'down', 'lemma': u'down'}, {'index': 5, 'begin': 36, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 9, 'begin': 38, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Slow', 'lemma': u'Slow'}, {'index': 9, 'begin': 43, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 9, 'begin': 46, 'pos': u'PRT', 'label': u'PRT', 'content': u'down', 'lemma': u'down'}, {'index': 13, 'begin': 51, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'just', 'lemma': u'just'}, {'index': 9, 'begin': 56, 'pos': u'DET', 'label': u'DOBJ', 'content': u'a', 'lemma': u'a'}, {'index': 9, 'begin': 57, 'pos': u'PUNCT', 'label': u'P', 'content': u'..', 'lemma': u'..'}, {'index': 9, 'begin': 59, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
159,narrator,suddenly another part of the suit shoots over and Tony ducks as it narrowly misses hitting him in the head,"[{'content': u'suddenly another part of the suit shoots over and Tony ducks as it narrowly misses hitting him in the head', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}","[{'salience': 0.35097536, 'meta': {u'mid': u'/m/05d2fpv'}, 'type': u'OTHER', 'name': u'Tony', 'mentions': [u'Tony']}, {'salience': 0.33277294, 'meta': {}, 'type': u'OTHER', 'name': u'part', 'mentions': [u'part']}, {'salience': 0.1541702, 'meta': {}, 'type': u'OTHER', 'name': u'suit', 'mentions': [u'suit']}, {'salience': 0.11099834, 'meta': {}, 'type': u'OTHER', 'name': u'ducks', 'mentions': [u'ducks']}, {'salience': 0.05108315, 'meta': {}, 'type': u'OTHER', 'name': u'head', 'mentions': [u'head']}]","[{'index': 6, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'suddenly', 'lemma': u'suddenly'}, {'index': 2, 'begin': 9, 'pos': u'DET', 'label': u'DET', 'content': u'another', 'lemma': u'another'}, {'index': 6, 'begin': 17, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'part', 'lemma': u'part'}, {'index': 2, 'begin': 22, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 5, 'begin': 25, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 3, 'begin': 29, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'suit', 'lemma': u'suit'}, {'index': 6, 'begin': 34, 'pos': u'VERB', 'label': u'ROOT', 'content': u'shoots', 'lemma': u'shoot'}, {'index': 6, 'begin': 41, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'over', 'lemma': u'over'}, {'index': 6, 'begin': 46, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 10, 'begin': 50, 'pos': u'NOUN', 'label': u'NN', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 14, 'begin': 55, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'ducks', 'lemma': u'duck'}, {'index': 10, 'begin': 61, 'pos': u'ADP', 'label': u'PREP', 'content': u'as', 'lemma': u'as'}, {'index': 11, 'begin': 64, 'pos': u'PRON', 'label': u'POBJ', 'content': u'it', 'lemma': u'it'}, {'index': 14, 'begin': 67, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'narrowly', 'lemma': u'narrowly'}, {'index': 6, 'begin': 76, 'pos': u'VERB', 'label': u'CONJ', 'content': u'misses', 'lemma': u'miss'}, {'index': 14, 'begin': 83, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'hitting', 'lemma': u'hit'}, {'index': 15, 'begin': 91, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him'}, {'index': 15, 'begin': 95, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 19, 'begin': 98, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 17, 'begin': 102, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'head', 'lemma': u'head'}]"
160,Tony Stark,...little bit.,"[{'content': u'...little bit.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'bit', 'mentions': [u'bit']}]","[{'index': 2, 'begin': 0, 'pos': u'PUNCT', 'label': u'DEP', 'content': u'...', 'lemma': u'...'}, {'index': 2, 'begin': 3, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'little', 'lemma': u'little'}, {'index': 2, 'begin': 10, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'bit', 'lemma': u'bit'}, {'index': 2, 'begin': 13, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
161,narrator,the other parts fly over and attach themselves with force to Tony's back and crotch area,"[{'content': u""the other parts fly over and attach themselves with force to Tony's back and crotch area"", 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}","[{'salience': 0.6191482, 'meta': {}, 'type': u'OTHER', 'name': u'parts', 'mentions': [u'parts']}, {'salience': 0.121615, 'meta': {}, 'type': u'OTHER', 'name': u'force', 'mentions': [u'force']}, {'salience': 0.09205693, 'meta': {}, 'type': u'OTHER', 'name': u'back', 'mentions': [u'back']}, {'salience': 0.067766644, 'meta': {}, 'type': u'LOCATION', 'name': u'area', 'mentions': [u'area']}, {'salience': 0.067766644, 'meta': {}, 'type': u'OTHER', 'name': u'crotch', 'mentions': [u'crotch']}, {'salience': 0.03164655, 'meta': {u'mid': u'/m/05d2fpv'}, 'type': u'PERSON', 'name': u'Tony', 'mentions': [u'Tony']}]","[{'index': 2, 'begin': 0, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 2, 'begin': 4, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'other', 'lemma': u'other'}, {'index': 3, 'begin': 10, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'parts', 'lemma': u'part'}, {'index': 3, 'begin': 16, 'pos': u'VERB', 'label': u'ROOT', 'content': u'fly', 'lemma': u'fly'}, {'index': 3, 'begin': 20, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'over', 'lemma': u'over'}, {'index': 3, 'begin': 25, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 3, 'begin': 29, 'pos': u'VERB', 'label': u'CONJ', 'content': u'attach', 'lemma': u'attach'}, {'index': 6, 'begin': 36, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'themselves', 'lemma': u'themselves'}, {'index': 6, 'begin': 47, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 8, 'begin': 52, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'force', 'lemma': u'force'}, {'index': 6, 'begin': 58, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 16, 'begin': 61, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 11, 'begin': 65, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 16, 'begin': 68, 'pos': u'NOUN', 'label': u'NN', 'content': u'back', 'lemma': u'back'}, {'index': 13, 'begin': 73, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 13, 'begin': 77, 'pos': u'NOUN', 'label': u'CONJ', 'content': u'crotch', 'lemma': u'crotch'}, {'index': 10, 'begin': 84, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'area', 'lemma': u'area'}]"
162,Tony Stark,"Cool it, will you, Jarvis?","[{'content': u'Cool it, will you, Jarvis?', 'begin': 0, 'score': 0.7, 'magnitude': 0.7}]","{'score': 0.7, 'magnitude': 0.7}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Jarvis', 'mentions': [u'Jarvis']}]","[{'index': 0, 'begin': 0, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Cool', 'lemma': u'Cool'}, {'index': 0, 'begin': 5, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 0, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 0, 'begin': 9, 'pos': u'VERB', 'label': u'DEP', 'content': u'will', 'lemma': u'will'}, {'index': 3, 'begin': 14, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 4, 'begin': 17, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 19, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'Jarvis', 'lemma': u'Jarvis'}, {'index': 0, 'begin': 25, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
163,narrator,"then all the other parts shoot over and get attached to Tony, accept for the final face piece, which just hovers, facing Tony","[{'content': u'then all the other parts shoot over and get attached to Tony, accept for the final face piece, which just hovers, facing Tony', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 0.33331266, 'meta': {}, 'type': u'LOCATION', 'name': u'parts', 'mentions': [u'parts']}, {'salience': 0.3093577, 'meta': {}, 'type': u'OTHER', 'name': u'piece', 'mentions': [u'piece']}, {'salience': 0.2733344, 'meta': {u'mid': u'/m/05d2fpv'}, 'type': u'OTHER', 'name': u'Tony', 'mentions': [u'Tony', u'Tony']}, {'salience': 0.08399522, 'meta': {}, 'type': u'OTHER', 'name': u'face', 'mentions': [u'face']}]","[{'index': 5, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'then', 'lemma': u'then'}, {'index': 4, 'begin': 5, 'pos': u'DET', 'label': u'PREDET', 'content': u'all', 'lemma': u'all'}, {'index': 4, 'begin': 9, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 4, 'begin': 13, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'other', 'lemma': u'other'}, {'index': 5, 'begin': 19, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'parts', 'lemma': u'part'}, {'index': 5, 'begin': 25, 'pos': u'VERB', 'label': u'ROOT', 'content': u'shoot', 'lemma': u'shoot'}, {'index': 5, 'begin': 31, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'over', 'lemma': u'over'}, {'index': 5, 'begin': 36, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 9, 'begin': 40, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u'get', 'lemma': u'get'}, {'index': 5, 'begin': 44, 'pos': u'VERB', 'label': u'CONJ', 'content': u'attached', 'lemma': u'attach'}, {'index': 9, 'begin': 53, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 10, 'begin': 56, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 9, 'begin': 60, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 9, 'begin': 62, 'pos': u'VERB', 'label': u'CONJ', 'content': u'accept', 'lemma': u'accept'}, {'index': 13, 'begin': 69, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 18, 'begin': 73, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 18, 'begin': 77, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'final', 'lemma': u'final'}, {'index': 18, 'begin': 83, 'pos': u'NOUN', 'label': u'NN', 'content': u'face', 'lemma': u'face'}, {'index': 14, 'begin': 88, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'piece', 'lemma': u'piece'}, {'index': 18, 'begin': 93, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 22, 'begin': 95, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'which', 'lemma': u'which'}, {'index': 22, 'begin': 101, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'just', 'lemma': u'just'}, {'index': 18, 'begin': 106, 'pos': u'ADV', 'label': u'RCMOD', 'content': u'hovers', 'lemma': u'hovers'}, {'index': 9, 'begin': 112, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 9, 'begin': 114, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'facing', 'lemma': u'face'}, {'index': 24, 'begin': 121, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Tony', 'lemma': u'Tony'}]"
164,Tony Stark,Come on. I ain't scared of you.,"[{'content': u'Come on.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u""I ain't scared of you."", 'begin': 9, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.4}",[],"[{'index': 0, 'begin': 0, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Come', 'lemma': u'Come'}, {'index': 0, 'begin': 5, 'pos': u'PRT', 'label': u'PRT', 'content': u'on', 'lemma': u'on'}, {'index': 0, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 9, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 4, 'begin': 11, 'pos': u'VERB', 'label': u'ROOT', 'content': u'ai', 'lemma': u'ai'}, {'index': 4, 'begin': 13, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 4, 'begin': 17, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'scared', 'lemma': u'scared'}, {'index': 6, 'begin': 24, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 7, 'begin': 27, 'pos': u'PRON', 'label': u'POBJ', 'content': u'you', 'lemma': u'you'}, {'index': 4, 'begin': 30, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
165,narrator,the face piece flies over and Tony flips over to grab the piece and finally the Iron Man suit is fully attached to Tony,"[{'content': u'the face piece flies over and Tony flips over to grab the piece and finally the Iron Man suit is fully attached to Tony', 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}","[{'salience': 0.5179423, 'meta': {}, 'type': u'OTHER', 'name': u'piece', 'mentions': [u'piece']}, {'salience': 0.18010898, 'meta': {}, 'type': u'OTHER', 'name': u'piece', 'mentions': [u'piece']}, {'salience': 0.15973088, 'meta': {u'mid': u'/m/05d2fpv'}, 'type': u'PERSON', 'name': u'Tony', 'mentions': [u'Tony']}, {'salience': 0.05566712, 'meta': {}, 'type': u'OTHER', 'name': u'suit', 'mentions': [u'suit']}, {'salience': 0.05238156, 'meta': {u'mid': u'/m/0f8kh', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Tony_Award'}, 'type': u'OTHER', 'name': u'Tony', 'mentions': [u'Tony']}, {'salience': 0.034169137, 'meta': {u'mid': u'/m/0hnws', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Iron_Man'}, 'type': u'PERSON', 'name': u'Iron Man', 'mentions': [u'Iron Man']}]","[{'index': 2, 'begin': 0, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 2, 'begin': 4, 'pos': u'NOUN', 'label': u'NN', 'content': u'face', 'lemma': u'face'}, {'index': 3, 'begin': 9, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'piece', 'lemma': u'piece'}, {'index': 3, 'begin': 15, 'pos': u'VERB', 'label': u'ROOT', 'content': u'flies', 'lemma': u'fly'}, {'index': 3, 'begin': 21, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'over', 'lemma': u'over'}, {'index': 3, 'begin': 26, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 7, 'begin': 30, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 3, 'begin': 35, 'pos': u'VERB', 'label': u'CONJ', 'content': u'flips', 'lemma': u'flip'}, {'index': 7, 'begin': 41, 'pos': u'PRT', 'label': u'PRT', 'content': u'over', 'lemma': u'over'}, {'index': 10, 'begin': 46, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 7, 'begin': 49, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'grab', 'lemma': u'grab'}, {'index': 12, 'begin': 54, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 10, 'begin': 58, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'piece', 'lemma': u'piece'}, {'index': 7, 'begin': 64, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 21, 'begin': 68, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'finally', 'lemma': u'finally'}, {'index': 18, 'begin': 76, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 17, 'begin': 80, 'pos': u'NOUN', 'label': u'NN', 'content': u'Iron', 'lemma': u'Iron'}, {'index': 18, 'begin': 85, 'pos': u'NOUN', 'label': u'TITLE', 'content': u'Man', 'lemma': u'Man'}, {'index': 21, 'begin': 89, 'pos': u'NOUN', 'label': u'NSUBJPASS', 'content': u'suit', 'lemma': u'suit'}, {'index': 21, 'begin': 94, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u'is', 'lemma': u'be'}, {'index': 21, 'begin': 97, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'fully', 'lemma': u'fully'}, {'index': 7, 'begin': 103, 'pos': u'VERB', 'label': u'CONJ', 'content': u'attached', 'lemma': u'attach'}, {'index': 21, 'begin': 112, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 22, 'begin': 115, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Tony', 'lemma': u'Tony'}]"
166,Tony Stark,I'm the best.,"[{'content': u""I'm the best."", 'begin': 0, 'score': 0.7, 'magnitude': 0.7}]","{'score': 0.7, 'magnitude': 0.7}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'best', 'mentions': [u'best']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 1, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 3, 'begin': 4, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 1, 'begin': 8, 'pos': u'ADJ', 'label': u'ATTR', 'content': u'best', 'lemma': u'good'}, {'index': 1, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
167,narrator,"at that moment, one of the stray pieces of the suit shoot over to Tony, knock hims down, which knocks the entire suit, except for the head piece, off Tony","[{'content': u'at that moment, one of the stray pieces of the suit shoot over to Tony, knock hims down, which knocks the entire suit, except for the head piece, off Tony', 'begin': 0, 'score': -0.7, 'magnitude': 0.7}]","{'score': -0.7, 'magnitude': 0.7}","[{'salience': 0.4281079, 'meta': {}, 'type': u'PERSON', 'name': u'one', 'mentions': [u'one']}, {'salience': 0.20013024, 'meta': {}, 'type': u'OTHER', 'name': u'pieces', 'mentions': [u'pieces']}, {'salience': 0.14275041, 'meta': {u'mid': u'/m/05d2fpv'}, 'type': u'OTHER', 'name': u'Tony', 'mentions': [u'Tony', u'Tony']}, {'salience': 0.12094959, 'meta': {}, 'type': u'EVENT', 'name': u'suit shoot', 'mentions': [u'suit shoot']}, {'salience': 0.06591089, 'meta': {}, 'type': u'OTHER', 'name': u'head piece', 'mentions': [u'head piece']}, {'salience': 0.042150985, 'meta': {}, 'type': u'OTHER', 'name': u'suit', 'mentions': [u'suit']}]","[{'index': 17, 'begin': 0, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 2, 'begin': 3, 'pos': u'DET', 'label': u'DET', 'content': u'that', 'lemma': u'that'}, {'index': 0, 'begin': 8, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'moment', 'lemma': u'moment'}, {'index': 17, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 17, 'begin': 16, 'pos': u'NUM', 'label': u'NSUBJ', 'content': u'one', 'lemma': u'one'}, {'index': 4, 'begin': 20, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 8, 'begin': 23, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 8, 'begin': 27, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'stray', 'lemma': u'stray'}, {'index': 5, 'begin': 33, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'pieces', 'lemma': u'piece'}, {'index': 8, 'begin': 40, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 12, 'begin': 43, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 12, 'begin': 47, 'pos': u'NOUN', 'label': u'NN', 'content': u'suit', 'lemma': u'suit'}, {'index': 9, 'begin': 52, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'shoot', 'lemma': u'shoot'}, {'index': 8, 'begin': 58, 'pos': u'ADP', 'label': u'PREP', 'content': u'over', 'lemma': u'over'}, {'index': 13, 'begin': 63, 'pos': u'ADP', 'label': u'PCOMP', 'content': u'to', 'lemma': u'to'}, {'index': 14, 'begin': 66, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 17, 'begin': 70, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 17, 'begin': 72, 'pos': u'VERB', 'label': u'ROOT', 'content': u'knock', 'lemma': u'knock'}, {'index': 17, 'begin': 78, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'hims', 'lemma': u'hims'}, {'index': 17, 'begin': 83, 'pos': u'PRT', 'label': u'PRT', 'content': u'down', 'lemma': u'down'}, {'index': 17, 'begin': 87, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 22, 'begin': 89, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'which', 'lemma': u'which'}, {'index': 17, 'begin': 95, 'pos': u'VERB', 'label': u'DEP', 'content': u'knocks', 'lemma': u'knock'}, {'index': 25, 'begin': 102, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 25, 'begin': 106, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'entire', 'lemma': u'entire'}, {'index': 22, 'begin': 113, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'suit', 'lemma': u'suit'}, {'index': 17, 'begin': 117, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 17, 'begin': 119, 'pos': u'ADP', 'label': u'PREP', 'content': u'except', 'lemma': u'except'}, {'index': 27, 'begin': 126, 'pos': u'ADP', 'label': u'PCOMP', 'content': u'for', 'lemma': u'for'}, {'index': 31, 'begin': 130, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 31, 'begin': 134, 'pos': u'NOUN', 'label': u'NN', 'content': u'head', 'lemma': u'head'}, {'index': 28, 'begin': 139, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'piece', 'lemma': u'piece'}, {'index': 17, 'begin': 144, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 17, 'begin': 146, 'pos': u'ADP', 'label': u'PREP', 'content': u'off', 'lemma': u'off'}, {'index': 33, 'begin': 150, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Tony', 'lemma': u'Tony'}]"
168,Jarvis,"As always, sir, a great pleasure watching you work.","[{'content': u'As always, sir, a great pleasure watching you work.', 'begin': 0, 'score': 0.8, 'magnitude': 0.8}]","{'score': 0.8, 'magnitude': 0.8}","[{'salience': 0.6179072, 'meta': {}, 'type': u'OTHER', 'name': u'sir', 'mentions': [u'sir']}, {'salience': 0.3820928, 'meta': {}, 'type': u'OTHER', 'name': u'pleasure', 'mentions': [u'pleasure']}]","[{'index': 3, 'begin': 0, 'pos': u'ADP', 'label': u'PREP', 'content': u'As', 'lemma': u'As'}, {'index': 0, 'begin': 3, 'pos': u'ADV', 'label': u'POBJ', 'content': u'always', 'lemma': u'always'}, {'index': 3, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 11, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'sir', 'lemma': u'sir'}, {'index': 3, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 7, 'begin': 16, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 7, 'begin': 18, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'great', 'lemma': u'great'}, {'index': 3, 'begin': 24, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'pleasure', 'lemma': u'pleasure'}, {'index': 7, 'begin': 33, 'pos': u'VERB', 'label': u'VMOD', 'content': u'watching', 'lemma': u'watch'}, {'index': 10, 'begin': 42, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 8, 'begin': 46, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'work', 'lemma': u'work'}, {'index': 3, 'begin': 50, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
