,speaker,dialogue,sentences,sentiment,entities,tokens
171,Hank,How long will you keep the boy here?,"[{'content': u'How long will you keep the boy here?', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'boy', 'mentions': [u'boy']}]","[{'index': 1, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'How', 'lemma': u'How'}, {'index': 4, 'begin': 4, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'long', 'lemma': u'long'}, {'index': 4, 'begin': 9, 'pos': u'VERB', 'label': u'AUX', 'content': u'will', 'lemma': u'will'}, {'index': 4, 'begin': 14, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 4, 'begin': 18, 'pos': u'VERB', 'label': u'ROOT', 'content': u'keep', 'lemma': u'keep'}, {'index': 6, 'begin': 23, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 4, 'begin': 27, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'boy', 'lemma': u'boy'}, {'index': 4, 'begin': 31, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'here', 'lemma': u'here'}, {'index': 4, 'begin': 35, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
172,Dr. Rao,"Until we can fully map his DNA. We can replicate it, but we can't generate it.","[{'content': u'Until we can fully map his DNA.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u""We can replicate it, but we can't generate it."", 'begin': 32, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.1, 'magnitude': 0.7}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'DNA', 'mentions': [u'DNA']}]","[{'index': 4, 'begin': 0, 'pos': u'ADP', 'label': u'MARK', 'content': u'Until', 'lemma': u'Until'}, {'index': 4, 'begin': 6, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we'}, {'index': 4, 'begin': 9, 'pos': u'VERB', 'label': u'AUX', 'content': u'can', 'lemma': u'can'}, {'index': 4, 'begin': 13, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'fully', 'lemma': u'fully'}, {'index': 4, 'begin': 19, 'pos': u'VERB', 'label': u'ROOT', 'content': u'map', 'lemma': u'map'}, {'index': 6, 'begin': 23, 'pos': u'PRON', 'label': u'POSS', 'content': u'his', 'lemma': u'his'}, {'index': 4, 'begin': 27, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'DNA', 'lemma': u'DNA'}, {'index': 4, 'begin': 30, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 10, 'begin': 32, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We'}, {'index': 10, 'begin': 35, 'pos': u'VERB', 'label': u'AUX', 'content': u'can', 'lemma': u'can'}, {'index': 10, 'begin': 39, 'pos': u'VERB', 'label': u'ROOT', 'content': u'replicate', 'lemma': u'replicate'}, {'index': 10, 'begin': 49, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 10, 'begin': 51, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 10, 'begin': 53, 'pos': u'CONJ', 'label': u'CC', 'content': u'but', 'lemma': u'but'}, {'index': 17, 'begin': 57, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we'}, {'index': 17, 'begin': 60, 'pos': u'VERB', 'label': u'AUX', 'content': u'ca', 'lemma': u'ca'}, {'index': 17, 'begin': 62, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 10, 'begin': 66, 'pos': u'VERB', 'label': u'CONJ', 'content': u'generate', 'lemma': u'generate'}, {'index': 17, 'begin': 75, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 10, 'begin': 77, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
173,Hank,And his power? What is its range?,"[{'content': u'And his power?', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}, {'content': u'What is its range?', 'begin': 15, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.4}","[{'salience': 0.76497036, 'meta': {}, 'type': u'OTHER', 'name': u'power', 'mentions': [u'power']}, {'salience': 0.23502962, 'meta': {}, 'type': u'OTHER', 'name': u'range', 'mentions': [u'range']}]","[{'index': 2, 'begin': 0, 'pos': u'CONJ', 'label': u'CC', 'content': u'And', 'lemma': u'And'}, {'index': 2, 'begin': 4, 'pos': u'PRON', 'label': u'POSS', 'content': u'his', 'lemma': u'his'}, {'index': 2, 'begin': 8, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'power', 'lemma': u'power'}, {'index': 2, 'begin': 13, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 5, 'begin': 15, 'pos': u'PRON', 'label': u'ATTR', 'content': u'What', 'lemma': u'What'}, {'index': 5, 'begin': 20, 'pos': u'VERB', 'label': u'ROOT', 'content': u'is', 'lemma': u'be'}, {'index': 7, 'begin': 23, 'pos': u'PRON', 'label': u'POSS', 'content': u'its', 'lemma': u'its'}, {'index': 5, 'begin': 27, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'range', 'lemma': u'range'}, {'index': 5, 'begin': 32, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
174,Dr. Rao,You'll see. Jimmy. There's someone I would like you to meet.,"[{'content': u""You'll see."", 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u'Jimmy.', 'begin': 12, 'score': 0.1, 'magnitude': 0.1}, {'content': u""There's someone I would like you to meet."", 'begin': 19, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.1, 'magnitude': 0.5}","[{'salience': 0.62255836, 'meta': {}, 'type': u'PERSON', 'name': u'someone', 'mentions': [u'someone']}, {'salience': 0.3774416, 'meta': {u'mid': u'/m/05d4r_c'}, 'type': u'PERSON', 'name': u'Jimmy', 'mentions': [u'Jimmy']}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You'}, {'index': 2, 'begin': 3, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ll"", 'lemma': u'will'}, {'index': 2, 'begin': 7, 'pos': u'VERB', 'label': u'ROOT', 'content': u'see', 'lemma': u'see'}, {'index': 2, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 12, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Jimmy', 'lemma': u'Jimmy'}, {'index': 4, 'begin': 17, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 19, 'pos': u'DET', 'label': u'EXPL', 'content': u'There', 'lemma': u'There'}, {'index': 7, 'begin': 24, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 7, 'begin': 27, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'someone', 'lemma': u'someone'}, {'index': 11, 'begin': 35, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 11, 'begin': 37, 'pos': u'VERB', 'label': u'AUX', 'content': u'would', 'lemma': u'would'}, {'index': 8, 'begin': 43, 'pos': u'VERB', 'label': u'RCMOD', 'content': u'like', 'lemma': u'like'}, {'index': 11, 'begin': 48, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you'}, {'index': 14, 'begin': 52, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 11, 'begin': 55, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'meet', 'lemma': u'meet'}, {'index': 7, 'begin': 59, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
175,Hank,"Hello there, son.","[{'content': u'Hello there, son.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'son', 'mentions': [u'son']}]","[{'index': 1, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Hello', 'lemma': u'Hello'}, {'index': 1, 'begin': 6, 'pos': u'ADV', 'label': u'ROOT', 'content': u'there', 'lemma': u'there'}, {'index': 1, 'begin': 11, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 1, 'begin': 13, 'pos': u'NOUN', 'label': u'DEP', 'content': u'son', 'lemma': u'son'}, {'index': 1, 'begin': 16, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
176,Jimmy,Hi.,"[{'content': u'Hi.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}",[],"[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Hi', 'lemma': u'Hi'}, {'index': 0, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
177,Hank,My name is Hank McCoy.,"[{'content': u'My name is Hank McCoy.', 'begin': 0, 'score': 0.6, 'magnitude': 0.6}]","{'score': 0.6, 'magnitude': 0.6}","[{'salience': 0.8727722, 'meta': {}, 'type': u'OTHER', 'name': u'name', 'mentions': [u'name']}, {'salience': 0.12722775, 'meta': {u'mid': u'/m/022wf3', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Beast_(comics)'}, 'type': u'PERSON', 'name': u'Hank McCoy', 'mentions': [u'Hank McCoy']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'POSS', 'content': u'My', 'lemma': u'My'}, {'index': 2, 'begin': 3, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'name', 'lemma': u'name'}, {'index': 2, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'is', 'lemma': u'be'}, {'index': 4, 'begin': 11, 'pos': u'NOUN', 'label': u'NN', 'content': u'Hank', 'lemma': u'Hank'}, {'index': 2, 'begin': 16, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'McCoy', 'lemma': u'McCoy'}, {'index': 2, 'begin': 21, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
178,Jimmy,I'm sorry.,"[{'content': u""I'm sorry."", 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}",[],"[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 1, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 1, 'begin': 4, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'sorry', 'lemma': u'sorry'}, {'index': 1, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
179,Hank,"It's OK. You have an amazing gift. Thank you, Jimmy.","[{'content': u""It's OK."", 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u'You have an amazing gift.', 'begin': 9, 'score': 0.6, 'magnitude': 0.6}, {'content': u'Thank you, Jimmy.', 'begin': 35, 'score': 0.7, 'magnitude': 0.7}]","{'score': 0.5, 'magnitude': 1.6}","[{'salience': 0.7015337, 'meta': {}, 'type': u'OTHER', 'name': u'gift', 'mentions': [u'gift']}, {'salience': 0.29846635, 'meta': {u'mid': u'/m/05d4r_c'}, 'type': u'PERSON', 'name': u'Jimmy', 'mentions': [u'Jimmy']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'It', 'lemma': u'It'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 1, 'begin': 5, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'OK', 'lemma': u'OK'}, {'index': 1, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 5, 'begin': 9, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You'}, {'index': 5, 'begin': 13, 'pos': u'VERB', 'label': u'ROOT', 'content': u'have', 'lemma': u'have'}, {'index': 8, 'begin': 18, 'pos': u'DET', 'label': u'DET', 'content': u'an', 'lemma': u'an'}, {'index': 8, 'begin': 21, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'amazing', 'lemma': u'amazing'}, {'index': 5, 'begin': 29, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'gift', 'lemma': u'gift'}, {'index': 5, 'begin': 33, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 10, 'begin': 35, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Thank', 'lemma': u'Thank'}, {'index': 10, 'begin': 41, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you'}, {'index': 10, 'begin': 44, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 10, 'begin': 46, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Jimmy', 'lemma': u'Jimmy'}, {'index': 10, 'begin': 51, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
180,Dr. Rao,"Extraordinary, isn't he?","[{'content': u""Extraordinary, isn't he?"", 'begin': 0, 'score': 0.4, 'magnitude': 0.4}]","{'score': 0.4, 'magnitude': 0.4}",[],"[{'index': 2, 'begin': 0, 'pos': u'ADJ', 'label': u'DEP', 'content': u'Extraordinary', 'lemma': u'Extraordinary'}, {'index': 2, 'begin': 13, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 15, 'pos': u'VERB', 'label': u'ROOT', 'content': u'is', 'lemma': u'be'}, {'index': 2, 'begin': 17, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 2, 'begin': 21, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'he', 'lemma': u'he'}, {'index': 2, 'begin': 23, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
181,Hank,"Yes, he is.","[{'content': u'Yes, he is.', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.3, 'magnitude': 0.3}",[],"[{'index': 3, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Yes', 'lemma': u'Yes'}, {'index': 3, 'begin': 3, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 5, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'he', 'lemma': u'he'}, {'index': 3, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'is', 'lemma': u'be'}, {'index': 3, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
182,Jean's voice,Scott. Scott. Scott. - Can you hear me? I'm still here. Scott.,"[{'content': u'Scott.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Scott.', 'begin': 7, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Scott.', 'begin': 14, 'score': 0.2, 'magnitude': 0.2}, {'content': u'- Can you hear me?', 'begin': 21, 'score': 0, 'magnitude': 0}, {'content': u""I'm still here."", 'begin': 40, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Scott.', 'begin': 56, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.1, 'magnitude': 1.2}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Scott', 'mentions': [u'Scott', u'Scott', u'Scott', u'Scott']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 0, 'begin': 5, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 2, 'begin': 7, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 2, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 14, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 4, 'begin': 19, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 9, 'begin': 21, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 9, 'begin': 23, 'pos': u'VERB', 'label': u'AUX', 'content': u'Can', 'lemma': u'Can'}, {'index': 9, 'begin': 27, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 9, 'begin': 31, 'pos': u'VERB', 'label': u'ROOT', 'content': u'hear', 'lemma': u'hear'}, {'index': 9, 'begin': 36, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'me', 'lemma': u'me'}, {'index': 9, 'begin': 38, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 13, 'begin': 40, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 13, 'begin': 41, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 13, 'begin': 44, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'still', 'lemma': u'still'}, {'index': 13, 'begin': 50, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'here', 'lemma': u'here'}, {'index': 13, 'begin': 54, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 17, 'begin': 56, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 17, 'begin': 61, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
183,Scott,Stop.,"[{'content': u'Stop.', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'salience': 1, 'meta': {}, 'type': u'LOCATION', 'name': u'Stop', 'mentions': [u'Stop']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Stop', 'lemma': u'Stop'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
184,Jean's voice,I'm here. Scott. Scott.,"[{'content': u""I'm here."", 'begin': 0, 'score': 0.3, 'magnitude': 0.3}, {'content': u'Scott.', 'begin': 10, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Scott.', 'begin': 17, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.7}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Scott', 'mentions': [u'Scott', u'Scott']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 1, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 1, 'begin': 4, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'here', 'lemma': u'here'}, {'index': 1, 'begin': 8, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 10, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 4, 'begin': 15, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 6, 'begin': 17, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 6, 'begin': 22, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
185,Scott,Stop it.,"[{'content': u'Stop it.', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}",[],"[{'index': 0, 'begin': 0, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Stop', 'lemma': u'Stop'}, {'index': 0, 'begin': 5, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 0, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
186,Jean's voice,Scott. Scott.,"[{'content': u'Scott.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Scott.', 'begin': 7, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.4}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Scott', 'mentions': [u'Scott', u'Scott']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 0, 'begin': 5, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 2, 'begin': 7, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 2, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
187,Scott,Stop it.,"[{'content': u'Stop it.', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}",[],"[{'index': 0, 'begin': 0, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Stop', 'lemma': u'Stop'}, {'index': 0, 'begin': 5, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 0, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
188,Jean's voice,"I need you, Scott. Scott. Scott.","[{'content': u'I need you, Scott.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Scott.', 'begin': 19, 'score': 0.2, 'magnitude': 0.2}, {'content': u'Scott.', 'begin': 26, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.7}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Scott', 'mentions': [u'Scott', u'Scott', u'Scott']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u'need', 'lemma': u'need'}, {'index': 1, 'begin': 7, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you'}, {'index': 2, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 12, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 1, 'begin': 17, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 6, 'begin': 19, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 6, 'begin': 24, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 8, 'begin': 26, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 8, 'begin': 31, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
189,Scott,Stop! Jean?,"[{'content': u'Stop!', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}, {'content': u'Jean?', 'begin': 6, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.2, 'magnitude': 0.5}","[{'salience': 0.8728953, 'meta': {}, 'type': u'LOCATION', 'name': u'Stop', 'mentions': [u'Stop']}, {'salience': 0.12710473, 'meta': {u'mid': u'/m/03bb86'}, 'type': u'PERSON', 'name': u'Jean', 'mentions': [u'Jean']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Stop', 'lemma': u'Stop'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}, {'index': 2, 'begin': 6, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Jean', 'lemma': u'Jean'}, {'index': 2, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
190,Jean,Scott.,"[{'content': u'Scott.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Scott', 'mentions': [u'Scott']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Scott', 'lemma': u'Scott'}, {'index': 0, 'begin': 5, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
191,Scott,How?,"[{'content': u'How?', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}",[],"[{'index': 0, 'begin': 0, 'pos': u'ADV', 'label': u'ROOT', 'content': u'How', 'lemma': u'How'}, {'index': 0, 'begin': 3, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
