,speaker,dialogue,sentences,sentiment,entities,tokens
377,Nurse,"1:03, Doctor.","[{'content': u'1:03, Doctor.', 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Doctor', 'mentions': [u'Doctor']}]","[{'index': 2, 'begin': 0, 'pos': u'X', 'label': u'DEP', 'content': u'1', 'lemma': u'1'}, {'index': 0, 'begin': 1, 'pos': u'PUNCT', 'label': u'P', 'content': u':', 'lemma': u':'}, {'index': 2, 'begin': 2, 'pos': u'NUM', 'label': u'ROOT', 'content': u'03', 'lemma': u'03'}, {'index': 2, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 6, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'Doctor', 'lemma': u'Doctor'}, {'index': 2, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
378,Doctor #2,"Time of death, 1:03 A.M. [Steve looks down at the flash drive Fury had given him] [Natasha and Steve are in a room where Fury's dead body has been laid out, Natasha is looking at Fury's body with tears running down her face, Hill joins them]","[{'content': u'Time of death, 1:03 A.M.', 'begin': 0, 'score': 0, 'magnitude': 0}, {'content': u""[Steve looks down at the flash drive Fury had given him] [Natasha and Steve are in a room where Fury's dead body has been laid out, Natasha is looking at Fury's body with tears running down her face, Hill joins them]"", 'begin': 25, 'score': -0.1, 'magnitude': 0.1}]","{'score': 0, 'magnitude': 0.2}","[{'salience': 0.3764007, 'meta': {u'mid': u'/m/05d8ynq'}, 'type': u'PERSON', 'name': u'Steve', 'mentions': [u'Steve', u'Steve']}, {'salience': 0.22272131, 'meta': {}, 'type': u'PERSON', 'name': u'Natasha', 'mentions': [u'Natasha', u'Natasha']}, {'salience': 0.14526309, 'meta': {}, 'type': u'EVENT', 'name': u'death', 'mentions': [u'death']}, {'salience': 0.14483453, 'meta': {u'mid': u'/m/075khd', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Rage_(emotion)'}, 'type': u'WORK_OF_ART', 'name': u'Fury', 'mentions': [u'Fury', u'flash drive', u'Fury', u'Fury']}, {'salience': 0.037018888, 'meta': {}, 'type': u'LOCATION', 'name': u'room', 'mentions': [u'room']}, {'salience': 0.021595623, 'meta': {}, 'type': u'OTHER', 'name': u'body', 'mentions': [u'body']}, {'salience': 0.01944653, 'meta': {}, 'type': u'OTHER', 'name': u'tears', 'mentions': [u'tears']}, {'salience': 0.016177054, 'meta': {}, 'type': u'OTHER', 'name': u'body', 'mentions': [u'body']}, {'salience': 0.010232418, 'meta': {}, 'type': u'OTHER', 'name': u'face', 'mentions': [u'face']}, {'salience': 0.006309831, 'meta': {u'mid': u'/m/04_5sg', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Hill'}, 'type': u'PERSON', 'name': u'Hill', 'mentions': [u'Hill']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Time', 'lemma': u'Time'}, {'index': 0, 'begin': 5, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 1, 'begin': 8, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'death', 'lemma': u'death'}, {'index': 0, 'begin': 13, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 0, 'begin': 15, 'pos': u'NUM', 'label': u'NUM', 'content': u'1', 'lemma': u'1'}, {'index': 0, 'begin': 16, 'pos': u'PUNCT', 'label': u'P', 'content': u':', 'lemma': u':'}, {'index': 7, 'begin': 17, 'pos': u'NUM', 'label': u'NUM', 'content': u'03', 'lemma': u'03'}, {'index': 0, 'begin': 20, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'A.M.', 'lemma': u'A.M.'}, {'index': 10, 'begin': 25, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 10, 'begin': 26, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 10, 'begin': 32, 'pos': u'VERB', 'label': u'ROOT', 'content': u'looks', 'lemma': u'look'}, {'index': 10, 'begin': 38, 'pos': u'PRT', 'label': u'PRT', 'content': u'down', 'lemma': u'down'}, {'index': 10, 'begin': 43, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 16, 'begin': 46, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 15, 'begin': 50, 'pos': u'NOUN', 'label': u'NN', 'content': u'flash', 'lemma': u'flash'}, {'index': 16, 'begin': 56, 'pos': u'NOUN', 'label': u'NN', 'content': u'drive', 'lemma': u'drive'}, {'index': 12, 'begin': 62, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Fury', 'lemma': u'Fury'}, {'index': 18, 'begin': 67, 'pos': u'VERB', 'label': u'AUX', 'content': u'had', 'lemma': u'have'}, {'index': 10, 'begin': 71, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'given', 'lemma': u'give'}, {'index': 18, 'begin': 77, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him'}, {'index': 10, 'begin': 80, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}, {'index': 10, 'begin': 82, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 25, 'begin': 83, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Natasha', 'lemma': u'Natasha'}, {'index': 22, 'begin': 91, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 22, 'begin': 95, 'pos': u'NOUN', 'label': u'CONJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 10, 'begin': 101, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'are', 'lemma': u'be'}, {'index': 25, 'begin': 105, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 28, 'begin': 108, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 26, 'begin': 110, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'room', 'lemma': u'room'}, {'index': 36, 'begin': 115, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'where', 'lemma': u'where'}, {'index': 33, 'begin': 121, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Fury', 'lemma': u'Fury'}, {'index': 30, 'begin': 125, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 33, 'begin': 128, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'dead', 'lemma': u'dead'}, {'index': 36, 'begin': 133, 'pos': u'NOUN', 'label': u'NSUBJPASS', 'content': u'body', 'lemma': u'body'}, {'index': 36, 'begin': 138, 'pos': u'VERB', 'label': u'AUX', 'content': u'has', 'lemma': u'have'}, {'index': 36, 'begin': 142, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u'been', 'lemma': u'be'}, {'index': 28, 'begin': 147, 'pos': u'VERB', 'label': u'RCMOD', 'content': u'laid', 'lemma': u'lay'}, {'index': 36, 'begin': 152, 'pos': u'PRT', 'label': u'PRT', 'content': u'out', 'lemma': u'out'}, {'index': 10, 'begin': 155, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 41, 'begin': 157, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Natasha', 'lemma': u'Natasha'}, {'index': 41, 'begin': 165, 'pos': u'VERB', 'label': u'AUX', 'content': u'is', 'lemma': u'be'}, {'index': 10, 'begin': 168, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'looking', 'lemma': u'look'}, {'index': 41, 'begin': 176, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 45, 'begin': 179, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Fury', 'lemma': u'Fury'}, {'index': 43, 'begin': 183, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 42, 'begin': 186, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'body', 'lemma': u'body'}, {'index': 41, 'begin': 191, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 48, 'begin': 196, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'tears', 'lemma': u'tear'}, {'index': 46, 'begin': 202, 'pos': u'VERB', 'label': u'PCOMP', 'content': u'running', 'lemma': u'run'}, {'index': 48, 'begin': 210, 'pos': u'ADP', 'label': u'PREP', 'content': u'down', 'lemma': u'down'}, {'index': 51, 'begin': 215, 'pos': u'PRON', 'label': u'POSS', 'content': u'her', 'lemma': u'her'}, {'index': 49, 'begin': 219, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'face', 'lemma': u'face'}, {'index': 10, 'begin': 223, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 54, 'begin': 225, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Hill', 'lemma': u'Hill'}, {'index': 10, 'begin': 230, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'joins', 'lemma': u'join'}, {'index': 54, 'begin': 236, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'them', 'lemma': u'them'}, {'index': 10, 'begin': 240, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}]"
379,Maria Hill,We need to take him. [Steve goes over to Natasha],"[{'content': u'We need to take him.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u'[Steve goes over to Natasha]', 'begin': 21, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0.1}","[{'salience': 0.65194327, 'meta': {u'mid': u'/m/05d8ynq'}, 'type': u'PERSON', 'name': u'Steve', 'mentions': [u'Steve']}, {'salience': 0.34805673, 'meta': {}, 'type': u'PERSON', 'name': u'Natasha', 'mentions': [u'Natasha']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We'}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u'need', 'lemma': u'need'}, {'index': 3, 'begin': 8, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 1, 'begin': 11, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'take', 'lemma': u'take'}, {'index': 3, 'begin': 16, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him'}, {'index': 1, 'begin': 19, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 8, 'begin': 21, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 8, 'begin': 22, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 8, 'begin': 28, 'pos': u'VERB', 'label': u'ROOT', 'content': u'goes', 'lemma': u'go'}, {'index': 8, 'begin': 33, 'pos': u'PRT', 'label': u'PRT', 'content': u'over', 'lemma': u'over'}, {'index': 8, 'begin': 38, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 10, 'begin': 41, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Natasha', 'lemma': u'Natasha'}, {'index': 8, 'begin': 48, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}]"
380,Steve Rogers,"Natasha. [she doesn't respond, instead she tenderly touches Fury's head then turns and walks out, Steve follows her] Natasha!","[{'content': u""Natasha. [she doesn't respond, instead she tenderly touches Fury's head then turns and walks out, Steve follows her] Natasha!"", 'begin': 0, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.5, 'magnitude': 0.5}","[{'salience': 0.78350544, 'meta': {}, 'type': u'PERSON', 'name': u'Natasha.', 'mentions': [u'Natasha.']}, {'salience': 0.10155766, 'meta': {}, 'type': u'OTHER', 'name': u'head', 'mentions': [u'head']}, {'salience': 0.063869864, 'meta': {u'mid': u'/m/075khd', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Rage_(emotion)'}, 'type': u'WORK_OF_ART', 'name': u'Fury', 'mentions': [u'Fury']}, {'salience': 0.03332205, 'meta': {}, 'type': u'PERSON', 'name': u'Natasha', 'mentions': [u'Natasha']}, {'salience': 0.017744988, 'meta': {u'mid': u'/m/05d8ynq'}, 'type': u'PERSON', 'name': u'Steve', 'mentions': [u'Steve']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Natasha.', 'lemma': u'Natasha.'}, {'index': 5, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 5, 'begin': 10, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'she', 'lemma': u'she'}, {'index': 5, 'begin': 14, 'pos': u'VERB', 'label': u'AUX', 'content': u'does', 'lemma': u'do'}, {'index': 5, 'begin': 18, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 0, 'begin': 22, 'pos': u'VERB', 'label': u'DEP', 'content': u'respond', 'lemma': u'respond'}, {'index': 5, 'begin': 29, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 10, 'begin': 31, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'instead', 'lemma': u'instead'}, {'index': 10, 'begin': 39, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'she', 'lemma': u'she'}, {'index': 10, 'begin': 43, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'tenderly', 'lemma': u'tenderly'}, {'index': 5, 'begin': 52, 'pos': u'VERB', 'label': u'DEP', 'content': u'touches', 'lemma': u'touch'}, {'index': 13, 'begin': 60, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Fury', 'lemma': u'Fury'}, {'index': 11, 'begin': 64, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 10, 'begin': 67, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'head', 'lemma': u'head'}, {'index': 10, 'begin': 72, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'then', 'lemma': u'then'}, {'index': 10, 'begin': 77, 'pos': u'VERB', 'label': u'DEP', 'content': u'turns', 'lemma': u'turn'}, {'index': 15, 'begin': 83, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 15, 'begin': 87, 'pos': u'VERB', 'label': u'CONJ', 'content': u'walks', 'lemma': u'walk'}, {'index': 17, 'begin': 93, 'pos': u'PRT', 'label': u'PRT', 'content': u'out', 'lemma': u'out'}, {'index': 5, 'begin': 96, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 21, 'begin': 98, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 5, 'begin': 104, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'follows', 'lemma': u'follow'}, {'index': 21, 'begin': 112, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'her', 'lemma': u'her'}, {'index': 5, 'begin': 115, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}, {'index': 0, 'begin': 117, 'pos': u'NOUN', 'label': u'DEP', 'content': u'Natasha', 'lemma': u'Natasha'}, {'index': 0, 'begin': 124, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
381,Natasha Romanoff,Why was Fury in your apartment?,"[{'content': u'Why was Fury in your apartment?', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'salience': 0.6434941, 'meta': {u'mid': u'/m/075khd', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Rage_(emotion)'}, 'type': u'WORK_OF_ART', 'name': u'Fury', 'mentions': [u'Fury']}, {'salience': 0.35650587, 'meta': {}, 'type': u'LOCATION', 'name': u'apartment', 'mentions': [u'apartment']}]","[{'index': 1, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Why', 'lemma': u'Why'}, {'index': 1, 'begin': 4, 'pos': u'VERB', 'label': u'ROOT', 'content': u'was', 'lemma': u'be'}, {'index': 1, 'begin': 8, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Fury', 'lemma': u'Fury'}, {'index': 1, 'begin': 13, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 5, 'begin': 16, 'pos': u'PRON', 'label': u'POSS', 'content': u'your', 'lemma': u'your'}, {'index': 3, 'begin': 21, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'apartment', 'lemma': u'apartment'}, {'index': 1, 'begin': 30, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
382,Steve Rogers,I don't know. [they are interrupted by Rumlow],"[{'content': u""I don't know."", 'begin': 0, 'score': 0, 'magnitude': 0}, {'content': u'[they are interrupted by Rumlow]', 'begin': 14, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.2, 'magnitude': 0.5}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Rumlow', 'mentions': [u'Rumlow']}]","[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 3, 'begin': 2, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 3, 'begin': 4, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 3, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'know', 'lemma': u'know'}, {'index': 3, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 8, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 8, 'begin': 15, 'pos': u'PRON', 'label': u'NSUBJPASS', 'content': u'they', 'lemma': u'they'}, {'index': 8, 'begin': 20, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u'are', 'lemma': u'be'}, {'index': 8, 'begin': 24, 'pos': u'VERB', 'label': u'ROOT', 'content': u'interrupted', 'lemma': u'interrupt'}, {'index': 8, 'begin': 36, 'pos': u'ADP', 'label': u'PREP', 'content': u'by', 'lemma': u'by'}, {'index': 9, 'begin': 39, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Rumlow', 'lemma': u'Rumlow'}, {'index': 8, 'begin': 45, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}]"
383,Brock Rumlow,"Captain, they want you back at SHIELD.","[{'content': u'Captain, they want you back at SHIELD.', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.1}","[{'salience': 0.8732566, 'meta': {}, 'type': u'PERSON', 'name': u'Captain', 'mentions': [u'Captain']}, {'salience': 0.12674338, 'meta': {u'mid': u'/m/09vklq', u'wikipedia_url': u""http://en.wikipedia.org/wiki/Captain_America's_shield""}, 'type': u'EVENT', 'name': u'SHIELD', 'mentions': [u'SHIELD']}]","[{'index': 3, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Captain', 'lemma': u'Captain'}, {'index': 3, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 9, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'they', 'lemma': u'they'}, {'index': 3, 'begin': 14, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 3, 'begin': 19, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you'}, {'index': 3, 'begin': 23, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'back', 'lemma': u'back'}, {'index': 5, 'begin': 28, 'pos': u'ADP', 'label': u'PREP', 'content': u'at', 'lemma': u'at'}, {'index': 6, 'begin': 31, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'SHIELD', 'lemma': u'SHIELD'}, {'index': 3, 'begin': 37, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
384,Steve Rogers,"Yeah, give me a second.","[{'content': u'Yeah, give me a second.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'second', 'mentions': [u'second']}]","[{'index': 2, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Yeah', 'lemma': u'Yeah'}, {'index': 2, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'give', 'lemma': u'give'}, {'index': 2, 'begin': 11, 'pos': u'PRON', 'label': u'IOBJ', 'content': u'me', 'lemma': u'me'}, {'index': 5, 'begin': 14, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 2, 'begin': 16, 'pos': u'ADJ', 'label': u'DOBJ', 'content': u'second', 'lemma': u'second'}, {'index': 2, 'begin': 22, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
385,Brock Rumlow,They want you now.,"[{'content': u'They want you now.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}",[],"[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'They', 'lemma': u'They'}, {'index': 1, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 1, 'begin': 10, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you'}, {'index': 1, 'begin': 14, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'now', 'lemma': u'now'}, {'index': 1, 'begin': 17, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
386,Steve Rogers,Okay. [Steven turns to Natasha],"[{'content': u'Okay.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u'[Steven turns to Natasha]', 'begin': 6, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.4}","[{'salience': 0.73627365, 'meta': {u'mid': u'/m/05d8yqq'}, 'type': u'PERSON', 'name': u'Steven', 'mentions': [u'Steven']}, {'salience': 0.26372635, 'meta': {}, 'type': u'PERSON', 'name': u'Natasha', 'mentions': [u'Natasha']}]","[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Okay', 'lemma': u'Okay'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 6, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 4, 'begin': 7, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steven', 'lemma': u'Steven'}, {'index': 4, 'begin': 14, 'pos': u'VERB', 'label': u'ROOT', 'content': u'turns', 'lemma': u'turn'}, {'index': 4, 'begin': 20, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 5, 'begin': 23, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Natasha', 'lemma': u'Natasha'}, {'index': 4, 'begin': 30, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}]"
387,Natasha Romanoff,You're a terrible liar. [she turns and walks off] [as Steve watches Natasha leave],"[{'content': u""You're a terrible liar. [she turns and walks off] [as Steve watches Natasha leave]"", 'begin': 0, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.5, 'magnitude': 0.5}","[{'salience': 0.8080308, 'meta': {}, 'type': u'PERSON', 'name': u'liar.', 'mentions': [u'liar.']}, {'salience': 0.09562165, 'meta': {}, 'type': u'OTHER', 'name': u'leave', 'mentions': [u'leave']}, {'salience': 0.062114727, 'meta': {}, 'type': u'PERSON', 'name': u'Natasha', 'mentions': [u'Natasha']}, {'salience': 0.03423285, 'meta': {u'mid': u'/m/05d8ynq'}, 'type': u'PERSON', 'name': u'Steve', 'mentions': [u'Steve']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You'}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'re"", 'lemma': u'be'}, {'index': 4, 'begin': 7, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 4, 'begin': 9, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'terrible', 'lemma': u'terrible'}, {'index': 1, 'begin': 18, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'liar.', 'lemma': u'liar.'}, {'index': 7, 'begin': 24, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 7, 'begin': 25, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'she', 'lemma': u'she'}, {'index': 4, 'begin': 29, 'pos': u'VERB', 'label': u'DEP', 'content': u'turns', 'lemma': u'turn'}, {'index': 7, 'begin': 35, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 7, 'begin': 39, 'pos': u'VERB', 'label': u'CONJ', 'content': u'walks', 'lemma': u'walk'}, {'index': 9, 'begin': 45, 'pos': u'PRT', 'label': u'PRT', 'content': u'off', 'lemma': u'off'}, {'index': 7, 'begin': 48, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}, {'index': 4, 'begin': 50, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 15, 'begin': 51, 'pos': u'ADP', 'label': u'MARK', 'content': u'as', 'lemma': u'as'}, {'index': 15, 'begin': 54, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 4, 'begin': 60, 'pos': u'VERB', 'label': u'DEP', 'content': u'watches', 'lemma': u'watch'}, {'index': 17, 'begin': 68, 'pos': u'NOUN', 'label': u'NN', 'content': u'Natasha', 'lemma': u'Natasha'}, {'index': 15, 'begin': 76, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'leave', 'lemma': u'leave'}, {'index': 4, 'begin': 81, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}]"
