,speaker,dialogue,sentences,sentiment,entities,tokens
185,Spider-Man,"Uh, no.","[{'content': u'Uh, no.', 'begin': 0, 'score': -0.6, 'magnitude': 0.6}]","{'score': -0.6, 'magnitude': 0.6}",[],"[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Uh', 'lemma': u'Uh'}, {'index': 0, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 0, 'begin': 4, 'pos': u'X', 'label': u'DEP', 'content': u'no', 'lemma': u'no'}, {'index': 0, 'begin': 6, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
186,Hawkeye,I see him.,"[{'content': u'I see him.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}",[],"[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u'see', 'lemma': u'see'}, {'index': 1, 'begin': 6, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him'}, {'index': 1, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
187,Venom,"We always love running into you, Spider-Man! What a tangled web we weave. And Spider-Man! You've brought along a few friends for us to play with!","[{'content': u'We always love running into you, Spider-Man!', 'begin': 0, 'score': 0.8, 'magnitude': 0.8}, {'content': u'What a tangled web we weave.', 'begin': 45, 'score': -0.2, 'magnitude': 0.2}, {'content': u'And Spider-Man!', 'begin': 74, 'score': 0.5, 'magnitude': 0.5}, {'content': u""You've brought along a few friends for us to play with!"", 'begin': 90, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.3, 'magnitude': 1.9}","[{'salience': 0.6662568, 'meta': {u'mid': u'/m/06ys2', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Spider-Man'}, 'type': u'WORK_OF_ART', 'name': u'Spider-Man', 'mentions': [u'Spider-Man', u'Spider-Man']}, {'salience': 0.17207403, 'meta': {}, 'type': u'PERSON', 'name': u'friends', 'mentions': [u'friends']}, {'salience': 0.1616692, 'meta': {}, 'type': u'OTHER', 'name': u'web', 'mentions': [u'web']}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We'}, {'index': 2, 'begin': 3, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'always', 'lemma': u'always'}, {'index': 2, 'begin': 10, 'pos': u'VERB', 'label': u'ROOT', 'content': u'love', 'lemma': u'love'}, {'index': 2, 'begin': 15, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'running', 'lemma': u'run'}, {'index': 3, 'begin': 23, 'pos': u'ADP', 'label': u'PREP', 'content': u'into', 'lemma': u'into'}, {'index': 4, 'begin': 28, 'pos': u'PRON', 'label': u'POBJ', 'content': u'you', 'lemma': u'you'}, {'index': 2, 'begin': 31, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 9, 'begin': 33, 'pos': u'NOUN', 'label': u'NN', 'content': u'Spider', 'lemma': u'Spider'}, {'index': 9, 'begin': 39, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 2, 'begin': 40, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Man', 'lemma': u'Man'}, {'index': 2, 'begin': 43, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}, {'index': 14, 'begin': 45, 'pos': u'PRON', 'label': u'DET', 'content': u'What', 'lemma': u'What'}, {'index': 14, 'begin': 50, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 14, 'begin': 52, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'tangled', 'lemma': u'tangled'}, {'index': 16, 'begin': 60, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'web', 'lemma': u'web'}, {'index': 16, 'begin': 64, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we'}, {'index': 16, 'begin': 67, 'pos': u'VERB', 'label': u'ROOT', 'content': u'weave', 'lemma': u'weave'}, {'index': 16, 'begin': 72, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 21, 'begin': 74, 'pos': u'CONJ', 'label': u'CC', 'content': u'And', 'lemma': u'And'}, {'index': 21, 'begin': 78, 'pos': u'NOUN', 'label': u'NN', 'content': u'Spider', 'lemma': u'Spider'}, {'index': 21, 'begin': 84, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 21, 'begin': 85, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Man', 'lemma': u'Man'}, {'index': 21, 'begin': 88, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}, {'index': 25, 'begin': 90, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You'}, {'index': 25, 'begin': 93, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ve"", 'lemma': u'have'}, {'index': 25, 'begin': 97, 'pos': u'VERB', 'label': u'ROOT', 'content': u'brought', 'lemma': u'bring'}, {'index': 25, 'begin': 105, 'pos': u'PRT', 'label': u'PRT', 'content': u'along', 'lemma': u'along'}, {'index': 29, 'begin': 111, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 29, 'begin': 113, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'few', 'lemma': u'few'}, {'index': 25, 'begin': 117, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'friends', 'lemma': u'friend'}, {'index': 33, 'begin': 125, 'pos': u'ADP', 'label': u'MARK', 'content': u'for', 'lemma': u'for'}, {'index': 33, 'begin': 129, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'us', 'lemma': u'us'}, {'index': 33, 'begin': 132, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 25, 'begin': 135, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'play', 'lemma': u'play'}, {'index': 33, 'begin': 140, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 25, 'begin': 144, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
188,Spider-Man,"Guys, meet Venom. Venom, meet the guys. Well, one's a girl.","[{'content': u'Guys, meet Venom.', 'begin': 0, 'score': 0.8, 'magnitude': 0.8}, {'content': u'Venom, meet the guys.', 'begin': 18, 'score': 0.7, 'magnitude': 0.7}, {'content': u""Well, one's a girl."", 'begin': 40, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.6, 'magnitude': 1.8}","[{'salience': 0.55929875, 'meta': {}, 'type': u'PERSON', 'name': u'Guys', 'mentions': [u'Guys']}, {'salience': 0.29930684, 'meta': {u'mid': u'/m/080xp', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Venom'}, 'type': u'OTHER', 'name': u'Venom', 'mentions': [u'Venom', u'Venom']}, {'salience': 0.07247655, 'meta': {}, 'type': u'PERSON', 'name': u'guys', 'mentions': [u'guys']}, {'salience': 0.036173966, 'meta': {}, 'type': u'OTHER', 'name': u'one', 'mentions': [u'one']}, {'salience': 0.032743867, 'meta': {}, 'type': u'PERSON', 'name': u'girl', 'mentions': [u'girl']}]","[{'index': 2, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Guys', 'lemma': u'guy'}, {'index': 2, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'meet', 'lemma': u'meet'}, {'index': 2, 'begin': 11, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Venom', 'lemma': u'Venom'}, {'index': 2, 'begin': 16, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 18, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Venom', 'lemma': u'Venom'}, {'index': 7, 'begin': 23, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 7, 'begin': 25, 'pos': u'VERB', 'label': u'ROOT', 'content': u'meet', 'lemma': u'meet'}, {'index': 9, 'begin': 30, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 7, 'begin': 34, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'guys', 'lemma': u'guy'}, {'index': 7, 'begin': 38, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 14, 'begin': 40, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Well', 'lemma': u'Well'}, {'index': 14, 'begin': 44, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 14, 'begin': 46, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'one', 'lemma': u'one'}, {'index': 14, 'begin': 49, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 16, 'begin': 52, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 14, 'begin': 54, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'girl', 'lemma': u'girl'}, {'index': 14, 'begin': 58, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
189,Venom,"We're going to save you till last, Spider-Man! Is that the best you can do? We're only just getting started!","[{'content': u""We're going to save you till last, Spider-Man!"", 'begin': 0, 'score': 0.4, 'magnitude': 0.4}, {'content': u'Is that the best you can do?', 'begin': 47, 'score': 0.3, 'magnitude': 0.3}, {'content': u""We're only just getting started!"", 'begin': 76, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.3, 'magnitude': 0.9}","[{'salience': 0.57773113, 'meta': {u'mid': u'/m/06ys2', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Spider-Man'}, 'type': u'WORK_OF_ART', 'name': u'Spider-Man', 'mentions': [u'Spider-Man']}, {'salience': 0.42226884, 'meta': {}, 'type': u'OTHER', 'name': u'best', 'mentions': [u'best']}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We'}, {'index': 2, 'begin': 2, 'pos': u'VERB', 'label': u'AUX', 'content': u""'re"", 'lemma': u'be'}, {'index': 2, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'going', 'lemma': u'go'}, {'index': 4, 'begin': 12, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 2, 'begin': 15, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'save', 'lemma': u'save'}, {'index': 4, 'begin': 20, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you'}, {'index': 4, 'begin': 24, 'pos': u'ADP', 'label': u'PREP', 'content': u'till', 'lemma': u'till'}, {'index': 11, 'begin': 29, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'last', 'lemma': u'last'}, {'index': 11, 'begin': 33, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 11, 'begin': 35, 'pos': u'NOUN', 'label': u'NN', 'content': u'Spider', 'lemma': u'Spider'}, {'index': 11, 'begin': 41, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 6, 'begin': 42, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Man', 'lemma': u'Man'}, {'index': 2, 'begin': 45, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}, {'index': 13, 'begin': 47, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Is', 'lemma': u'be'}, {'index': 13, 'begin': 50, 'pos': u'ADP', 'label': u'NSUBJ', 'content': u'that', 'lemma': u'that'}, {'index': 16, 'begin': 55, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 13, 'begin': 59, 'pos': u'ADJ', 'label': u'ATTR', 'content': u'best', 'lemma': u'good'}, {'index': 19, 'begin': 64, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 19, 'begin': 68, 'pos': u'VERB', 'label': u'AUX', 'content': u'can', 'lemma': u'can'}, {'index': 16, 'begin': 72, 'pos': u'VERB', 'label': u'RCMOD', 'content': u'do', 'lemma': u'do'}, {'index': 13, 'begin': 74, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 26, 'begin': 76, 'pos': u'PRON', 'label': u'NSUBJPASS', 'content': u'We', 'lemma': u'We'}, {'index': 26, 'begin': 78, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u""'re"", 'lemma': u'be'}, {'index': 26, 'begin': 82, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'only', 'lemma': u'only'}, {'index': 26, 'begin': 87, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'just', 'lemma': u'just'}, {'index': 26, 'begin': 92, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u'getting', 'lemma': u'get'}, {'index': 26, 'begin': 100, 'pos': u'VERB', 'label': u'ROOT', 'content': u'started', 'lemma': u'start'}, {'index': 26, 'begin': 107, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
190,System One,Emergency containment measures for super top secret Symbiote research - activated.,"[{'content': u'Emergency containment measures for super top secret Symbiote research - activated.', 'begin': 0, 'score': 0.7, 'magnitude': 0.7}]","{'score': 0.7, 'magnitude': 0.7}","[{'salience': 0.70791346, 'meta': {}, 'type': u'OTHER', 'name': u'Emergency containment measures', 'mentions': [u'Emergency containment measures']}, {'salience': 0.29208654, 'meta': {}, 'type': u'OTHER', 'name': u'Symbiote', 'mentions': [u'Symbiote']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NN', 'content': u'Emergency', 'lemma': u'Emergency'}, {'index': 2, 'begin': 10, 'pos': u'NOUN', 'label': u'NN', 'content': u'containment', 'lemma': u'containment'}, {'index': 2, 'begin': 22, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'measures', 'lemma': u'measure'}, {'index': 2, 'begin': 31, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 7, 'begin': 35, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'super', 'lemma': u'supe'}, {'index': 7, 'begin': 41, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'top', 'lemma': u'top'}, {'index': 7, 'begin': 45, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'secret', 'lemma': u'secret'}, {'index': 3, 'begin': 52, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Symbiote', 'lemma': u'Symbiote'}, {'index': 10, 'begin': 61, 'pos': u'NOUN', 'label': u'NPADVMOD', 'content': u'research', 'lemma': u'research'}, {'index': 10, 'begin': 70, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 7, 'begin': 72, 'pos': u'VERB', 'label': u'VMOD', 'content': u'activated', 'lemma': u'activate'}, {'index': 2, 'begin': 81, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
191,Hawkeye,Perfect!,"[{'content': u'Perfect!', 'begin': 0, 'score': 0.8, 'magnitude': 0.8}]","{'score': 0.8, 'magnitude': 0.8}",[],"[{'index': 0, 'begin': 0, 'pos': u'ADJ', 'label': u'ROOT', 'content': u'Perfect', 'lemma': u'Perfect'}, {'index': 0, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
192,Venom,You're not leaving here alive!,"[{'content': u""You're not leaving here alive!"", 'begin': 0, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.1}",[],"[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You'}, {'index': 3, 'begin': 3, 'pos': u'VERB', 'label': u'AUX', 'content': u""'re"", 'lemma': u'be'}, {'index': 3, 'begin': 7, 'pos': u'ADV', 'label': u'NEG', 'content': u'not', 'lemma': u'not'}, {'index': 3, 'begin': 11, 'pos': u'VERB', 'label': u'ROOT', 'content': u'leaving', 'lemma': u'leave'}, {'index': 3, 'begin': 19, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'here', 'lemma': u'here'}, {'index': 3, 'begin': 24, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'alive', 'lemma': u'alive'}, {'index': 3, 'begin': 29, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
193,Hawkeye,"Green Goblin, come on!!!","[{'content': u'Green Goblin, come on!!!', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'PERSON', 'name': u'Green Goblin', 'mentions': [u'Green Goblin']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NN', 'content': u'Green', 'lemma': u'Green'}, {'index': 3, 'begin': 6, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Goblin', 'lemma': u'Goblin'}, {'index': 3, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 14, 'pos': u'VERB', 'label': u'ROOT', 'content': u'come', 'lemma': u'come'}, {'index': 3, 'begin': 19, 'pos': u'PRT', 'label': u'PRT', 'content': u'on', 'lemma': u'on'}, {'index': 3, 'begin': 21, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}, {'index': 3, 'begin': 22, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}, {'index': 3, 'begin': 23, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
194,Green Goblin,Hahaha!,"[{'content': u'Hahaha!', 'begin': 0, 'score': 0.4, 'magnitude': 0.4}]","{'score': 0.4, 'magnitude': 0.4}",[],"[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Hahaha', 'lemma': u'Hahaha'}, {'index': 0, 'begin': 6, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
195,Hawkeye,I knew I should've packed my anti-Goblin arrows!,"[{'content': u""I knew I should've packed my anti-Goblin arrows!"", 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 0.7422877, 'meta': {}, 'type': u'OTHER', 'name': u'arrows', 'mentions': [u'arrows']}, {'salience': 0.25771233, 'meta': {}, 'type': u'CONSUMER_GOOD', 'name': u'anti-Goblin', 'mentions': [u'anti-Goblin']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u'knew', 'lemma': u'know'}, {'index': 5, 'begin': 7, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 5, 'begin': 9, 'pos': u'VERB', 'label': u'AUX', 'content': u'should', 'lemma': u'should'}, {'index': 5, 'begin': 15, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ve"", 'lemma': u'have'}, {'index': 1, 'begin': 19, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'packed', 'lemma': u'pack'}, {'index': 8, 'begin': 26, 'pos': u'PRON', 'label': u'POSS', 'content': u'my', 'lemma': u'my'}, {'index': 8, 'begin': 29, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'anti-Goblin', 'lemma': u'anti-Goblin'}, {'index': 5, 'begin': 41, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'arrows', 'lemma': u'arrow'}, {'index': 1, 'begin': 47, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
