,speaker,dialogue,sentences,sentiment,entities,tokens,num_pron,total_sent,speaker_prev,speaker_next,nearbyChars
84,Raven,In here with us.,"[{'content': u'In here with us.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'mentions': [u'us'], 'type': 'PERSON', 'name': 'President'}, {'mentions': [u'us'], 'type': 'PERSON', 'name': 'Interrogator'}, {'mentions': [u'us'], 'type': 'PERSON', 'name': 'Raven'}]","[{'index': 0, 'begin': 0, 'pos': u'ADP', 'label': u'ROOT', 'content': u'In', 'lemma': u'In'}, {'index': 0, 'begin': 3, 'pos': u'ADV', 'label': u'POBJ', 'content': u'here', 'lemma': u'here'}, {'index': 1, 'begin': 8, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 2, 'begin': 13, 'pos': u'PRON', 'label': u'POBJ', 'content': u'us', 'lemma': u'us', 'char': ['Raven', 'President', 'Interrogator']}, {'index': 0, 'begin': 15, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.04,Interrogator,Interrogator,"['President' 'Hank' 'President' 'Hank' 'President' 'Hank' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'President' 'Hank' 'President'
 'Hank' 'President']"
85,Interrogator,I don't want to play games with you. I want answers.,"[{'content': u""I don't want to play games with you."", 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'I want answers.', 'begin': 37, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0, 'magnitude': 0.4}","[{'type': u'EVENT', 'meta': {}, 'salience': 0.5967373, 'name': u'games', 'mentions': [u'games']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.40326267, 'name': u'answers', 'mentions': [u'answers']}, {'mentions': [u'I', u'I'], 'type': 'PERSON', 'name': 'Interrogator'}, {'mentions': [u'you'], 'type': 'PERSON', 'name': 'Raven'}]","[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Interrogator']}, {'index': 3, 'begin': 2, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 3, 'begin': 4, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 3, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 5, 'begin': 13, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 3, 'begin': 16, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'play', 'lemma': u'play'}, {'index': 5, 'begin': 21, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'games', 'lemma': u'game'}, {'index': 5, 'begin': 27, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 7, 'begin': 32, 'pos': u'PRON', 'label': u'POBJ', 'content': u'you', 'lemma': u'you', 'char': ['Raven']}, {'index': 3, 'begin': 35, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 11, 'begin': 37, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Interrogator']}, {'index': 11, 'begin': 39, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 11, 'begin': 44, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'answers', 'lemma': u'answer'}, {'index': 11, 'begin': 51, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",3,0.0,Raven,Raven,"['Hank' 'President' 'Hank' 'President' 'Hank' 'President' 'Hank' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'President' 'Hank' 'President'
 'Hank']"
86,Raven,You don't want to play games with me?,"[{'content': u""You don't want to play games with me?"", 'begin': 0, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.5, 'magnitude': 0.5}","[{'type': u'EVENT', 'meta': {}, 'salience': 1, 'name': u'games', 'mentions': [u'games']}, {'mentions': [u'You'], 'type': 'PERSON', 'name': 'Interrogator'}, {'mentions': [u'me'], 'type': 'PERSON', 'name': 'Raven'}]","[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Interrogator']}, {'index': 3, 'begin': 4, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 3, 'begin': 6, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 3, 'begin': 10, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 5, 'begin': 15, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 3, 'begin': 18, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'play', 'lemma': u'play'}, {'index': 5, 'begin': 23, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'games', 'lemma': u'game'}, {'index': 5, 'begin': 29, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 7, 'begin': 34, 'pos': u'PRON', 'label': u'POBJ', 'content': u'me', 'lemma': u'me', 'char': ['Raven']}, {'index': 3, 'begin': 36, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",2,-0.25,Interrogator,Interrogator,"['President' 'Hank' 'President' 'Hank' 'President' 'Hank' 'President'
 'Hank' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'President'
 'Hank' 'President']"
87,Interrogator,"You are going to stop this. Tell me, where is Magneto?","[{'content': u'You are going to stop this.', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}, {'content': u'Tell me, where is Magneto?', 'begin': 28, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.7}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': u'Magneto', 'mentions': [u'Magneto']}, {'mentions': [u'You'], 'type': 'PERSON', 'name': 'Raven'}, {'mentions': [u'me'], 'type': 'PERSON', 'name': 'Interrogator'}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Raven']}, {'index': 2, 'begin': 4, 'pos': u'VERB', 'label': u'AUX', 'content': u'are', 'lemma': u'be'}, {'index': 2, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'going', 'lemma': u'go'}, {'index': 4, 'begin': 14, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 2, 'begin': 17, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'stop', 'lemma': u'stop'}, {'index': 4, 'begin': 22, 'pos': u'DET', 'label': u'DOBJ', 'content': u'this', 'lemma': u'this'}, {'index': 2, 'begin': 26, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 28, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Tell', 'lemma': u'Tell'}, {'index': 7, 'begin': 33, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'me', 'lemma': u'me', 'char': ['Interrogator']}, {'index': 7, 'begin': 35, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 11, 'begin': 37, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'where', 'lemma': u'where'}, {'index': 7, 'begin': 43, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'is', 'lemma': u'be'}, {'index': 11, 'begin': 46, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Magneto', 'lemma': u'Magneto'}, {'index': 7, 'begin': 53, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",2,-0.21,Raven,Raven,"['Charles' 'President' 'Hank' 'President' 'Hank' 'President' 'Hank'
 'President' 'Hank' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'President'
 'Hank']"
88,Raven,You wanna know where he is? Homo sapien.,"[{'content': u'You wanna know where he is?', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'Homo sapien.', 'begin': 28, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0, 'magnitude': 0.4}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'Homo sapien', 'mentions': [u'Homo sapien']}, {'mentions': [u'You'], 'type': 'PERSON', 'name': 'Interrogator'}, {'mentions': [u'he'], 'type': 'PERSON', 'name': 'Mr. Worthington'}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Interrogator']}, {'index': 1, 'begin': 4, 'pos': u'VERB', 'label': u'ROOT', 'content': u'wan', 'lemma': u'wan'}, {'index': 1, 'begin': 7, 'pos': u'PRT', 'label': u'XCOMP', 'content': u'na', 'lemma': u'na'}, {'index': 2, 'begin': 10, 'pos': u'VERB', 'label': u'DEP', 'content': u'know', 'lemma': u'know'}, {'index': 6, 'begin': 15, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'where', 'lemma': u'where'}, {'index': 6, 'begin': 21, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'he', 'lemma': u'he', 'char': ['Mr. Worthington']}, {'index': 3, 'begin': 24, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'is', 'lemma': u'be'}, {'index': 1, 'begin': 26, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 9, 'begin': 28, 'pos': u'NOUN', 'label': u'NN', 'content': u'Homo', 'lemma': u'Homo'}, {'index': 9, 'begin': 33, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'sapien', 'lemma': u'sapien'}, {'index': 9, 'begin': 39, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",2,0.0,Interrogator,Hank,"['Kitty' 'Charles' 'President' 'Hank' 'President' 'Hank' 'President' 'Hank'
 'President' 'Hank' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'President']"
89,Hank,"You know, her capture will only provoke Magneto, but having her does give us some diplomatic leverage.","[{'content': u'You know, her capture will only provoke Magneto, but having her does give us some diplomatic leverage.', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.61915326, 'name': u'capture', 'mentions': [u'capture']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.2157618, 'name': u'Magneto', 'mentions': [u'Magneto']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.16508491, 'name': u'leverage', 'mentions': [u'leverage']}, {'mentions': [u'You', u'us'], 'type': 'PERSON', 'name': 'Raven'}, {'mentions': [u'her', u'her'], 'type': 'PERSON', 'name': 'Jean'}, {'mentions': [u'us'], 'type': 'PERSON', 'name': 'Hank'}, {'mentions': [u'us'], 'type': 'PERSON', 'name': 'Interrogator'}, {'mentions': [u'us'], 'type': 'PERSON', 'name': 'Charles'}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Raven']}, {'index': 1, 'begin': 4, 'pos': u'VERB', 'label': u'ROOT', 'content': u'know', 'lemma': u'know'}, {'index': 1, 'begin': 8, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 10, 'pos': u'PRON', 'label': u'POSS', 'content': u'her', 'lemma': u'her', 'char': ['Jean']}, {'index': 7, 'begin': 14, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'capture', 'lemma': u'capture'}, {'index': 7, 'begin': 22, 'pos': u'VERB', 'label': u'AUX', 'content': u'will', 'lemma': u'will'}, {'index': 7, 'begin': 27, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'only', 'lemma': u'only'}, {'index': 1, 'begin': 32, 'pos': u'VERB', 'label': u'CONJ', 'content': u'provoke', 'lemma': u'provoke'}, {'index': 7, 'begin': 40, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Magneto', 'lemma': u'Magneto'}, {'index': 1, 'begin': 47, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 1, 'begin': 49, 'pos': u'CONJ', 'label': u'CC', 'content': u'but', 'lemma': u'but'}, {'index': 1, 'begin': 53, 'pos': u'VERB', 'label': u'CONJ', 'content': u'having', 'lemma': u'have'}, {'index': 14, 'begin': 60, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'her', 'lemma': u'her', 'char': ['Jean']}, {'index': 14, 'begin': 64, 'pos': u'VERB', 'label': u'AUX', 'content': u'does', 'lemma': u'do'}, {'index': 11, 'begin': 69, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'give', 'lemma': u'give'}, {'index': 14, 'begin': 74, 'pos': u'PRON', 'label': u'IOBJ', 'content': u'us', 'lemma': u'us', 'char': ['Hank', 'Charles', 'Raven', 'Interrogator']}, {'index': 18, 'begin': 77, 'pos': u'DET', 'label': u'DET', 'content': u'some', 'lemma': u'some'}, {'index': 18, 'begin': 82, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'diplomatic', 'lemma': u'diplomatic'}, {'index': 14, 'begin': 93, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'leverage', 'lemma': u'leverage'}, {'index': 1, 'begin': 101, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",4,-0.04,Raven,President,"['Charles' 'Kitty' 'Charles' 'President' 'Hank' 'President' 'Hank'
 'President' 'Hank' 'President' 'Hank' 'Raven' 'Interrogator' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator']"
90,President,"On principle, I can't negotiate with these people.","[{'content': u""On principle, I can't negotiate with these people."", 'begin': 0, 'score': -0.7, 'magnitude': 0.7}]","{'score': -0.7, 'magnitude': 0.7}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.8037848, 'name': u'principle', 'mentions': [u'principle']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.19621518, 'name': u'people', 'mentions': [u'people']}, {'mentions': [u'I'], 'type': 'PERSON', 'name': 'President'}]","[{'index': 6, 'begin': 0, 'pos': u'ADP', 'label': u'PREP', 'content': u'On', 'lemma': u'On'}, {'index': 0, 'begin': 3, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'principle', 'lemma': u'principle'}, {'index': 6, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 6, 'begin': 14, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['President']}, {'index': 6, 'begin': 16, 'pos': u'VERB', 'label': u'AUX', 'content': u'ca', 'lemma': u'ca'}, {'index': 6, 'begin': 18, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 6, 'begin': 22, 'pos': u'VERB', 'label': u'ROOT', 'content': u'negotiate', 'lemma': u'negotiate'}, {'index': 6, 'begin': 32, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 9, 'begin': 37, 'pos': u'DET', 'label': u'DET', 'content': u'these', 'lemma': u'these'}, {'index': 7, 'begin': 43, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'people', 'lemma': u'person'}, {'index': 6, 'begin': 49, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,-0.49,Hank,Hank,"['Moira' 'Charles' 'Kitty' 'Charles' 'President' 'Hank' 'President' 'Hank'
 'President' 'Hank' 'President' 'Hank' 'Raven' 'Interrogator' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven']"
91,Hank,"I thought that's why you appointed me, sir.","[{'content': u""I thought that's why you appointed me, sir."", 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': u'sir', 'mentions': [u'sir']}, {'mentions': [u'I', u'me'], 'type': 'PERSON', 'name': 'Hank'}, {'mentions': [u'you'], 'type': 'PERSON', 'name': 'President'}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Hank']}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u'thought', 'lemma': u'think'}, {'index': 3, 'begin': 10, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'that', 'lemma': u'that'}, {'index': 1, 'begin': 14, 'pos': u'VERB', 'label': u'CCOMP', 'content': u""'s"", 'lemma': u'be'}, {'index': 6, 'begin': 17, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'why', 'lemma': u'why'}, {'index': 6, 'begin': 21, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['President']}, {'index': 3, 'begin': 25, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'appointed', 'lemma': u'appoint'}, {'index': 6, 'begin': 35, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'me', 'lemma': u'me', 'char': ['Hank']}, {'index': 7, 'begin': 37, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 7, 'begin': 39, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'sir', 'lemma': u'sir'}, {'index': 1, 'begin': 42, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",3,0.01,President,President,"['Charles' 'Moira' 'Charles' 'Kitty' 'Charles' 'President' 'Hank'
 'President' 'Hank' 'President' 'Hank' 'President' 'Hank' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator']"
92,President,"Yes, it is. - But that's not why you called me here. - No. This is. It's what she stole from the FDA.","[{'content': u'Yes, it is.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u""- But that's not why you called me here."", 'begin': 12, 'score': 0.1, 'magnitude': 0.1}, {'content': u'- No.', 'begin': 53, 'score': -0.4, 'magnitude': 0.4}, {'content': u'This is.', 'begin': 59, 'score': 0.1, 'magnitude': 0.1}, {'content': u""It's what she stole from the FDA."", 'begin': 68, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 1.1}","[{'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/032mx', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Food_and_Drug_Administration'}, 'salience': 1, 'name': u'FDA', 'mentions': [u'FDA']}, {'mentions': [u'you'], 'type': 'PERSON', 'name': 'Hank'}, {'mentions': [u'me'], 'type': 'PERSON', 'name': 'President'}, {'mentions': [u'she'], 'type': 'PERSON', 'name': 'Mr. Worthington'}]","[{'index': 3, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Yes', 'lemma': u'Yes'}, {'index': 3, 'begin': 3, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 5, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'it', 'lemma': u'it'}, {'index': 3, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'is', 'lemma': u'be'}, {'index': 3, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 8, 'begin': 12, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 8, 'begin': 14, 'pos': u'CONJ', 'label': u'CC', 'content': u'But', 'lemma': u'But'}, {'index': 8, 'begin': 18, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'that', 'lemma': u'that'}, {'index': 8, 'begin': 22, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 8, 'begin': 25, 'pos': u'ADV', 'label': u'NEG', 'content': u'not', 'lemma': u'not'}, {'index': 12, 'begin': 29, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'why', 'lemma': u'why'}, {'index': 12, 'begin': 33, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Hank']}, {'index': 8, 'begin': 37, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'called', 'lemma': u'call'}, {'index': 12, 'begin': 44, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'me', 'lemma': u'me', 'char': ['President']}, {'index': 12, 'begin': 47, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'here', 'lemma': u'here'}, {'index': 8, 'begin': 51, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 17, 'begin': 53, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 17, 'begin': 55, 'pos': u'X', 'label': u'ROOT', 'content': u'No', 'lemma': u'No'}, {'index': 17, 'begin': 57, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 20, 'begin': 59, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'This', 'lemma': u'This'}, {'index': 20, 'begin': 64, 'pos': u'VERB', 'label': u'ROOT', 'content': u'is', 'lemma': u'be'}, {'index': 20, 'begin': 66, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 23, 'begin': 68, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'It', 'lemma': u'It'}, {'index': 23, 'begin': 70, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 26, 'begin': 73, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'what', 'lemma': u'what'}, {'index': 26, 'begin': 78, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'she', 'lemma': u'she', 'char': ['Mr. Worthington']}, {'index': 23, 'begin': 82, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'stole', 'lemma': u'steal'}, {'index': 26, 'begin': 88, 'pos': u'ADP', 'label': u'PREP', 'content': u'from', 'lemma': u'from'}, {'index': 29, 'begin': 93, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 27, 'begin': 97, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'FDA', 'lemma': u'FDA'}, {'index': 23, 'begin': 100, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",3,0.0,Hank,Hank,"['Kitty' 'Charles' 'Moira' 'Charles' 'Kitty' 'Charles' 'President' 'Hank'
 'President' 'Hank' 'President' 'Hank' 'President' 'Hank' 'Raven'
 'Interrogator' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven']"
93,Hank,Dear Lord. - Is it viable?,"[{'content': u'Dear Lord.', 'begin': 0, 'score': 0, 'magnitude': 0}, {'content': u'- Is it viable?', 'begin': 11, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.1, 'magnitude': 0.2}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': u'Lord', 'mentions': [u'Lord']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NN', 'content': u'Dear', 'lemma': u'Dear'}, {'index': 1, 'begin': 5, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Lord', 'lemma': u'Lord'}, {'index': 1, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 11, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 4, 'begin': 13, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Is', 'lemma': u'be'}, {'index': 4, 'begin': 16, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'it', 'lemma': u'it'}, {'index': 4, 'begin': 19, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'viable', 'lemma': u'viable'}, {'index': 4, 'begin': 25, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",0,-0.02,President,President,"['Charles' 'Kitty' 'Charles' 'Moira' 'Charles' 'Kitty' 'Charles'
 'President' 'Hank' 'President' 'Hank' 'President' 'Hank' 'President'
 'Hank' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven'
 'Interrogator']"
94,President,- We believe it is.,"[{'content': u'- We believe it is.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'mentions': [u'We'], 'type': 'PERSON', 'name': 'President'}, {'mentions': [u'We'], 'type': 'PERSON', 'name': 'Charles'}, {'mentions': [u'We'], 'type': 'PERSON', 'name': 'Storm'}]","[{'index': 2, 'begin': 0, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 2, 'begin': 2, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We', 'char': ['President', 'Storm', 'Charles']}, {'index': 2, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'believe', 'lemma': u'believe'}, {'index': 4, 'begin': 13, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'it', 'lemma': u'it'}, {'index': 2, 'begin': 16, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'is', 'lemma': u'be'}, {'index': 2, 'begin': 18, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.01,Hank,Hank,"['Storm' 'Charles' 'Kitty' 'Charles' 'Moira' 'Charles' 'Kitty' 'Charles'
 'President' 'Hank' 'President' 'Hank' 'President' 'Hank' 'President'
 'Hank' 'Raven' 'Interrogator' 'Raven' 'Interrogator' 'Raven']"
